movie_title,actor_1_name,actor_2_name,actor_3_name,director_name,genres,Combined
beyond the black rainbow,Chris Gauthier,Marilyn Norry,Eva Bourne,Panos Cosmatos,Sci-Fi Thriller,beyond the black rainbowChris GauthierMarilyn NorryEva BournePanos CosmatosSci-Fi Thriller
the raid: redemption,Iko Uwais,Yayan Ruhian,Donny Alamsyah,Gareth Evans,Action Crime Thriller,the raid: redemptionIko UwaisYayan RuhianDonny AlamsyahGareth EvansAction Crime Thriller
the dead undead,Johnny Pacar,Vernon Wells,Matthew R. Anderson,Matthew R. Anderson,Action Horror Sci-Fi,the dead undeadJohnny PacarVernon WellsMatthew R. AndersonMatthew R. AndersonAction Horror Sci-Fi
the vatican exorcisms,Piero Maggiò,Anella Vastola,Joe Marino,Joe Marino,Horror,the vatican exorcismsPiero MaggiòAnella VastolaJoe MarinoJoe MarinoHorror
casablanca,Humphrey Bogart,Claude Rains,Conrad Veidt,Michael Curtiz,Drama Romance War,casablancaHumphrey BogartClaude RainsConrad VeidtMichael CurtizDrama Romance War
lake mungo,Talia Zucker,Rosie Traynor,Martin Sharpe,Joel Anderson,Drama Horror Mystery Thriller,lake mungoTalia ZuckerRosie TraynorMartin SharpeJoel AndersonDrama Horror Mystery Thriller
rocket singh: salesman of the year,Ranbir Kapoor,Shazahn Padamsee,Gauhar Khan,Shimit Amin,Comedy Drama,rocket singh: salesman of the yearRanbir KapoorShazahn PadamseeGauhar KhanShimit AminComedy Drama
silent running,Bruce Dern,Ron Rifkin,Jesse Vint,Douglas Trumbull,Drama Sci-Fi,silent runningBruce DernRon RifkinJesse VintDouglas TrumbullDrama Sci-Fi
rocky,Sylvester Stallone,Burgess Meredith,Carl Weathers,John G. Avildsen,Drama Sport,rockySylvester StalloneBurgess MeredithCarl WeathersJohn G. AvildsenDrama Sport
the sleepwalker,Christopher Abbott,Brady Corbet,Gitte Witt,Mona Fastvold,Drama,the sleepwalkerChristopher AbbottBrady CorbetGitte WittMona FastvoldDrama
the fog,Jamie Lee Curtis,Hal Holbrook,Janet Leigh,John Carpenter,Fantasy Horror,the fogJamie Lee CurtisHal HolbrookJanet LeighJohn CarpenterFantasy Horror
tom jones,Albert Finney,Susannah York,Hugh Griffith,Tony Richardson,Adventure Comedy History,tom jonesAlbert FinneySusannah YorkHugh GriffithTony RichardsonAdventure Comedy History
unfriended,Shelley Hennig,Renee Olstead,Heather Sossaman,Levan Gabriadze,Horror Mystery Thriller,unfriendedShelley HennigRenee OlsteadHeather SossamanLevan GabriadzeHorror Mystery Thriller
taxi driver,Robert De Niro,Albert Brooks,Peter Boyle,Martin Scorsese,Crime Drama,taxi driverRobert De NiroAlbert BrooksPeter BoyleMartin ScorseseCrime Drama
the howling,Patrick Macnee,Robert Picardo,Dee Wallace,Joe Dante,Horror,the howlingPatrick MacneeRobert PicardoDee WallaceJoe DanteHorror
dr. no,Ursula Andress,Jack Lord,Lois Maxwell,Terence Young,Action Adventure Thriller,dr. noUrsula AndressJack LordLois MaxwellTerence YoungAction Adventure Thriller
chernobyl diaries,Jesse McCartney,Ingrid Bolsø Berdal,Jonathan Sadowski,Bradley Parker,Horror Mystery Sci-Fi Thriller,chernobyl diariesJesse McCartneyIngrid Bolsø BerdalJonathan SadowskiBradley ParkerHorror Mystery Sci-Fi Thriller
hellraiser,Andrew Robinson,Ashley Laurence,Clare Higgins,Clive Barker,Fantasy Horror,hellraiserAndrew RobinsonAshley LaurenceClare HigginsClive BarkerFantasy Horror
god's not dead 2,Benjamin A. Onyango,Robin Givens,Maria Canals-Barrera,Harold Cronk,Drama,god's not dead 2Benjamin A. OnyangoRobin GivensMaria Canals-BarreraHarold CronkDrama
cry_wolf,Julian Morris,Gary Cole,Lindy Booth,Jeff Wadlow,Drama Horror Mystery Thriller,cry_wolfJulian MorrisGary ColeLindy BoothJeff WadlowDrama Horror Mystery Thriller
godzilla 2000,Hiroshi Abe,Naomi Nishida,Sakae Kimura,Takao Okawara,Action Adventure Drama Sci-Fi Thriller,godzilla 2000Hiroshi AbeNaomi NishidaSakae KimuraTakao OkawaraAction Adventure Drama Sci-Fi Thriller
blue valentine,Ryan Gosling,Mike Vogel,John Doman,Derek Cianfrance,Drama Romance,blue valentineRyan GoslingMike VogelJohn DomanDerek CianfranceDrama Romance
transamerica,Kevin Zegers,Felicity Huffman,Paul Borghese,Duncan Tucker,Adventure Comedy Drama,transamericaKevin ZegersFelicity HuffmanPaul BorgheseDuncan TuckerAdventure Comedy Drama
the devil inside,Fernanda Andrade,Claudiu Trandafir,Brian Johnson,William Brent Bell,Horror,the devil insideFernanda AndradeClaudiu TrandafirBrian JohnsonWilliam Brent BellHorror
beyond the valley of the dolls,Charles Napier,Cynthia Myers,Harrison Page,Russ Meyer,Comedy Drama Music,beyond the valley of the dollsCharles NapierCynthia MyersHarrison PageRuss MeyerComedy Drama Music
love me tender,James Drury,Neville Brand,Debra Paget,Robert D. Webb,Drama Romance Western,love me tenderJames DruryNeville BrandDebra PagetRobert D. WebbDrama Romance Western
an inconvenient truth,Billy West,Al Gore,unknown,Davis Guggenheim,Documentary,an inconvenient truthBilly WestAl GoreunknownDavis GuggenheimDocumentary
sands of iwo jima,James Brown,Richard Jaeckel,Forrest Tucker,Allan Dwan,Action Drama Romance War,sands of iwo jimaJames BrownRichard JaeckelForrest TuckerAllan DwanAction Drama Romance War
shine a light,Mick Jagger,Keith Richards,Albert Maysles,Martin Scorsese,Biography Documentary Music,shine a lightMick JaggerKeith RichardsAlbert MayslesMartin ScorseseBiography Documentary Music
the green inferno,Daryl Sabara,Richard Burgi,Magda Apanowicz,Eli Roth,Adventure Horror,the green infernoDaryl SabaraRichard BurgiMagda ApanowiczEli RothAdventure Horror
departure,Juliet Stevenson,Alex Lawther,Niamh Cusack,Andrew Steggall,Drama Family Romance,departureJuliet StevensonAlex LawtherNiamh CusackAndrew SteggallDrama Family Romance
the sessions,W. Earl Brown,Adam Arkin,Rhea Perlman,Ben Lewin,Biography Comedy Drama Romance,the sessionsW. Earl BrownAdam ArkinRhea PerlmanBen LewinBiography Comedy Drama Romance
"food, inc.",Michael Pollan,Eric Schlosser,Barbara Kowalcyk,Robert Kenner,Documentary,"food, inc.Michael PollanEric SchlosserBarbara KowalcykRobert KennerDocumentary"
october baby,Rachel Hendrix,Robert Amaya,Jason Burkey,Andrew Erwin,Drama,october babyRachel HendrixRobert AmayaJason BurkeyAndrew ErwinDrama
next stop wonderland,Philip Seymour Hoffman,Callie Thorne,Holland Taylor,Brad Anderson,Comedy Drama Romance,next stop wonderlandPhilip Seymour HoffmanCallie ThorneHolland TaylorBrad AndersonComedy Drama Romance
juno,J.K. Simmons,Jennifer Garner,Rainn Wilson,Jason Reitman,Comedy Drama Romance,junoJ.K. SimmonsJennifer GarnerRainn WilsonJason ReitmanComedy Drama Romance
the skeleton twins,Ty Burrell,Boyd Holbrook,Kathleen Rose Perkins,Craig Johnson,Comedy Drama,the skeleton twinsTy BurrellBoyd HolbrookKathleen Rose PerkinsCraig JohnsonComedy Drama
martha marcy may marlene,Christopher Abbott,Julia Garner,Brady Corbet,Sean Durkin,Drama Mystery Thriller,martha marcy may marleneChristopher AbbottJulia GarnerBrady CorbetSean DurkinDrama Mystery Thriller
obvious child,Gaby Hoffmann,Jenny Slate,Jake Lacy,Gillian Robespierre,Comedy Drama,obvious childGaby HoffmannJenny SlateJake LacyGillian RobespierreComedy Drama
frozen river,Charlie McDermott,Michael O'Keefe,Misty Upham,Courtney Hunt,Crime Drama,frozen riverCharlie McDermottMichael O'KeefeMisty UphamCourtney HuntCrime Drama
20 feet from stardom,Sheryl Crow,Lou Adler,Merry Clayton,Morgan Neville,Documentary Music,20 feet from stardomSheryl CrowLou AdlerMerry ClaytonMorgan NevilleDocumentary Music
two girls and a guy,Robert Downey Jr.,Natasha Gregson Wagner,Angel David,James Toback,Comedy Drama,two girls and a guyRobert Downey Jr.Natasha Gregson WagnerAngel DavidJames TobackComedy Drama
walking and talking,Kevin Corrigan,Anne Heche,Vincent Pastore,Nicole Holofcener,Comedy Drama Romance,walking and talkingKevin CorriganAnne HecheVincent PastoreNicole HolofcenerComedy Drama Romance
the full monty,Tom Wilkinson,Mark Addy,Lesley Sharp,Peter Cattaneo,Comedy Drama Music,the full montyTom WilkinsonMark AddyLesley SharpPeter CattaneoComedy Drama Music
who killed the electric car?,Ed Begley Jr.,Phyllis Diller,Colette Divine,Chris Paine,Documentary,who killed the electric car?Ed Begley Jr.Phyllis DillerColette DivineChris PaineDocumentary
the broken hearts club: a romantic comedy,Justin Theroux,Nia Long,Mary McCormack,Greg Berlanti,Comedy Drama Romance Sport,the broken hearts club: a romantic comedyJustin TherouxNia LongMary McCormackGreg BerlantiComedy Drama Romance Sport
bubba ho-tep,Daniel Roebuck,Ossie Davis,Ella Joyce,Don Coscarelli,Comedy Fantasy Mystery,bubba ho-tepDaniel RoebuckOssie DavisElla JoyceDon CoscarelliComedy Fantasy Mystery
goosebumps,Odeya Rush,Dylan Minnette,Ken Marino,Rob Letterman,Adventure Comedy Family Fantasy Horror,goosebumpsOdeya RushDylan MinnetteKen MarinoRob LettermanAdventure Comedy Family Fantasy Horror
slam,Sonja Sohn,Saul Williams,Bonz Malone,Marc Levin,Drama,slamSonja SohnSaul WilliamsBonz MaloneMarc LevinDrama
brigham city,Wilford Brimley,Frank Gerrish,Rick Macy,Richard Dutcher,Crime Drama Mystery,brigham cityWilford BrimleyFrank GerrishRick MacyRichard DutcherCrime Drama Mystery
fiza,Karisma Kapoor,Manoj Bajpayee,Jaya Bhaduri,Khalid Mohamed,Drama Romance,fizaKarisma KapoorManoj BajpayeeJaya BhaduriKhalid MohamedDrama Romance
history of the world: part i,Madeline Kahn,Sid Caesar,Dom DeLuise,Mel Brooks,Comedy,history of the world: part iMadeline KahnSid CaesarDom DeLuiseMel BrooksComedy
orgazmo,Trey Parker,Dian Bachar,Matt Stone,Trey Parker,Comedy Sci-Fi,orgazmoTrey ParkerDian BacharMatt StoneTrey ParkerComedy Sci-Fi
all the real girls,Zooey Deschanel,Paul Schneider,Shea Whigham,David Gordon Green,Drama Romance,all the real girlsZooey DeschanelPaul SchneiderShea WhighamDavid Gordon GreenDrama Romance
dream with the fishes,David Arquette,Cathy Moriarty,Kathryn Erbe,Finn Taylor,Comedy Drama,dream with the fishesDavid ArquetteCathy MoriartyKathryn ErbeFinn TaylorComedy Drama
blue car,Frances Fisher,Agnes Bruckner,A.J. Buckley,Karen Moncrieff,Drama,blue carFrances FisherAgnes BrucknerA.J. BuckleyKaren MoncrieffDrama
luminarias,Cheech Marin,Lupe Ontiveros,Robert Beltran,José Luis Valenzuela,Comedy Romance,luminariasCheech MarinLupe OntiverosRobert BeltranJosé Luis ValenzuelaComedy Romance
palo alto,James Franco,Nat Wolff,Olivia Crocicchia,Gia Coppola,Drama,palo altoJames FrancoNat WolffOlivia CrocicchiaGia CoppolaDrama
ajami,Shahir Kabaha,Scandar Copti,Ranin Karim,Scandar Copti,Crime Drama,ajamiShahir KabahaScandar CoptiRanin KarimScandar CoptiCrime Drama
wristcutters: a love story,Leslie Bibb,Patrick Fugit,Chase Ellison,Goran Dukic,Comedy Drama Fantasy Romance,wristcutters: a love storyLeslie BibbPatrick FugitChase EllisonGoran DukicComedy Drama Fantasy Romance
i origins,Steven Yeun,Cara Seymour,Venida Evans,Mike Cahill,Drama Romance Sci-Fi,i originsSteven YeunCara SeymourVenida EvansMike CahillDrama Romance Sci-Fi
the battle of shaker heights,Shiri Appleby,Elden Henson,Kathleen Quinlan,Efram Potelle,Comedy Drama Romance,the battle of shaker heightsShiri ApplebyElden HensonKathleen QuinlanEfram PotelleComedy Drama Romance
the lovely bones,Michael Imperioli,AJ Michalka,Tom McCarthy,Peter Jackson,Drama Fantasy Thriller,the lovely bonesMichael ImperioliAJ MichalkaTom McCarthyPeter JacksonDrama Fantasy Thriller
the act of killing,Anwar Congo,Herman Koto,Syamsul Arifin,Joshua Oppenheimer,Biography Crime Documentary History,the act of killingAnwar CongoHerman KotoSyamsul ArifinJoshua OppenheimerBiography Crime Documentary History
taxi to the dark side,Alex Gibney,George W. Bush,Greg D'Agostino,Alex Gibney,Crime Documentary War,taxi to the dark sideAlex GibneyGeorge W. BushGreg D'AgostinoAlex GibneyCrime Documentary War
once in a lifetime: the extraordinary story of the new york cosmos,Pelé,Marv Albert,Ahmet Ertegun,Paul Crowder,Documentary Sport,once in a lifetime: the extraordinary story of the new york cosmosPeléMarv AlbertAhmet ErtegunPaul CrowderDocumentary Sport
guiana 1838,Kumar Gaurav,Rufus Graham,Aasheekaa Bathija,Rohit Jagessar,Drama,guiana 1838Kumar GauravRufus GrahamAasheekaa BathijaRohit JagessarDrama
lisa picard is famous,Mira Sorvino,Fisher Stevens,Melissa Gilbert,Griffin Dunne,Comedy Drama,lisa picard is famousMira SorvinoFisher StevensMelissa GilbertGriffin DunneComedy Drama
antarctica: a year on ice,Josh Swanson,Tom Hamann,Anthony Powell,Anthony Powell,Adventure Biography Documentary Drama,antarctica: a year on iceJosh SwansonTom HamannAnthony PowellAnthony PowellAdventure Biography Documentary Drama
a lego brickumentary,G.W. Krauss,Brian Whitaker,Jason Bateman,Kief Davidson,Documentary,a lego brickumentaryG.W. KraussBrian WhitakerJason BatemanKief DavidsonDocumentary
hardflip,Matthew Ziff,Randy Wayne,Raquel Elizabeth Ames,Johnny Remo,Action Drama,hardflipMatthew ZiffRandy WayneRaquel Elizabeth AmesJohnny RemoAction Drama
chocolate: deep dark secrets,Emraan Hashmi,Anil Kapoor,Sunil Shetty,Vivek Agnihotri,Thriller,chocolate: deep dark secretsEmraan HashmiAnil KapoorSunil ShettyVivek AgnihotriThriller
the house of the devil,Lena Dunham,Greta Gerwig,Dee Wallace,Ti West,Horror,the house of the devilLena DunhamGreta GerwigDee WallaceTi WestHorror
the perfect host,David Hyde Pierce,Clayne Crawford,Nathaniel Parker,Nick Tomnay,Comedy Crime Thriller,the perfect hostDavid Hyde PierceClayne CrawfordNathaniel ParkerNick TomnayComedy Crime Thriller
safe men,Harvey Fierstein,Michael Lerner,Josh Pais,John Hamburg,Comedy Crime,safe menHarvey FiersteinMichael LernerJosh PaisJohn HamburgComedy Crime
speedway junky,Patrick Renna,Patsy Kensit,Adrienne Frantz,Nickolas Perry,Crime Drama Romance,speedway junkyPatrick RennaPatsy KensitAdrienne FrantzNickolas PerryCrime Drama Romance
the last big thing,Yul Vazquez,Louis Mustillo,James Lorinz,Dan Zukovic,Comedy Drama,the last big thingYul VazquezLouis MustilloJames LorinzDan ZukovicComedy Drama
the specials,Judy Greer,James Gunn,Jamie Kennedy,Craig Mazin,Action Comedy Fantasy Sci-Fi,the specialsJudy GreerJames GunnJamie KennedyCraig MazinAction Comedy Fantasy Sci-Fi
16 to life,Will Rothhaar,Emily Baldoni,Hallee Hirsh,Becky Smith,Comedy Romance,16 to lifeWill RothhaarEmily BaldoniHallee HirshBecky SmithComedy Romance
alone with her,Jordana Spiro,Ana Claudia Talancón,Jonathon Trent,Eric Nicholas,Crime Drama Thriller,alone with herJordana SpiroAna Claudia TalancónJonathon TrentEric NicholasCrime Drama Thriller
creative control,Nora Zehetner,Alexia Rasmussen,Meredith Hagner,Benjamin Dickinson,Drama Sci-Fi,creative controlNora ZehetnerAlexia RasmussenMeredith HagnerBenjamin DickinsonDrama Sci-Fi
special,Michael Rapaport,Paul Blackthorne,Ian Bohen,Hal Haberman,Comedy Drama Sci-Fi,specialMichael RapaportPaul BlackthorneIan BohenHal HabermanComedy Drama Sci-Fi
sparkler,Frances Bay,Jamie Kennedy,Veronica Cartwright,Darren Stein,Comedy Drama,sparklerFrances BayJamie KennedyVeronica CartwrightDarren SteinComedy Drama
the helix... loaded,Scott Levy,Vanilla Ice,Jennifer Sky,A. Raven Cruz,Action Adventure Comedy Fantasy Sci-Fi,the helix... loadedScott LevyVanilla IceJennifer SkyA. Raven CruzAction Adventure Comedy Fantasy Sci-Fi
in her line of fire,David Keith,Mariel Hemingway,Jesse Hutch,Brian Trenchard-Smith,Action Drama,in her line of fireDavid KeithMariel HemingwayJesse HutchBrian Trenchard-SmithAction Drama
the jimmy show,Lynn Cohen,Frank Whaley,Heather Bucha,Frank Whaley,Comedy Drama,the jimmy showLynn CohenFrank WhaleyHeather BuchaFrank WhaleyComedy Drama
heli,Kenny Johnston,Andrea Vergara,Gabriel Reyes,Amat Escalante,Crime Drama Romance,heliKenny JohnstonAndrea VergaraGabriel ReyesAmat EscalanteCrime Drama Romance
karachi se lahore,Rasheed Naz,Ayesha Omar,Javed Sheikh,Wajahat Rauf,Comedy Family,karachi se lahoreRasheed NazAyesha OmarJaved SheikhWajahat RaufComedy Family
loving annabelle,Ilene Graff,Kevin McCarthy,Laura Breckenridge,Katherine Brooks,Drama Romance,loving annabelleIlene GraffKevin McCarthyLaura BreckenridgeKatherine BrooksDrama Romance
hits,Jason Ritter,Matt Walsh,Amy Sedaris,David Cross,Comedy Drama,hitsJason RitterMatt WalshAmy SedarisDavid CrossComedy Drama
jimmy and judy,Nicole Randall Johnson,A.J. Buckley,James Eckhouse,Randall Rubin,Crime Drama Thriller,jimmy and judyNicole Randall JohnsonA.J. BuckleyJames EckhouseRandall RubinCrime Drama Thriller
frat party,Randy Wayne,Lauren C. Mayhew,Alicia Ziegler,Robert Bennett,Comedy,frat partyRandy WayneLauren C. MayhewAlicia ZieglerRobert BennettComedy
the party's over,Oliver Reed,Eddie Albert,Louise Sorel,Guy Hamilton,Drama,the party's overOliver ReedEddie AlbertLouise SorelGuy HamiltonDrama
proud,Aidan Quinn,Ossie Davis,Janet Hubert,Mary Pat Kelly,Drama,proudAidan QuinnOssie DavisJanet HubertMary Pat KellyDrama
the poker house,Jennifer Lawrence,Chloë Grace Moretz,Bokeem Woodbine,Lori Petty,Drama,the poker houseJennifer LawrenceChloë Grace MoretzBokeem WoodbineLori PettyDrama
childless,Joe Mantegna,Barbara Hershey,Diane Venora,Charlie Levi,Drama,childlessJoe MantegnaBarbara HersheyDiane VenoraCharlie LeviDrama
zmd: zombies of mass destruction,Russell Hodgkinson,Janette Armand,Kevin Hamedani,Kevin Hamedani,Comedy Horror Sci-Fi,zmd: zombies of mass destructionRussell HodgkinsonJanette ArmandKevin HamedaniKevin HamedaniComedy Horror Sci-Fi
snow white: a deadly summer,Maureen McCormick,Shanley Caswell,Tim Abell,David DeCoteau,Horror,snow white: a deadly summerMaureen McCormickShanley CaswellTim AbellDavid DeCoteauHorror
hidden away,Álex Angulo,Germán Alcarazu,Joseba Ugalde,Mikel Rueda,Drama Romance,hidden awayÁlex AnguloGermán AlcarazuJoseba UgaldeMikel RuedaDrama Romance
my last day without you,Nicole Beharie,Marlene Forte,Reg E. Cathey,Stefan C. Schaefer,Comedy Drama Romance,my last day without youNicole BeharieMarlene ForteReg E. CatheyStefan C. SchaeferComedy Drama Romance
steppin: the movie,Wesley Jonathan,Sticky Fingaz,Chrystee Pharris,Michael Taliferro,Comedy Music,steppin: the movieWesley JonathanSticky FingazChrystee PharrisMichael TaliferroComedy Music
doc holliday's revenge,William McNamara,Tom Berenger,Randy Jay Burrell,David DeCoteau,Western,doc holliday's revengeWilliam McNamaraTom BerengerRandy Jay BurrellDavid DeCoteauWestern
black rock,Katie Aselton,Anslem Richardson,Jay Paulson,Katie Aselton,Horror Thriller,black rockKatie AseltonAnslem RichardsonJay PaulsonKatie AseltonHorror Thriller
truth or die,David Oakes,Alexander Vlahos,Jennie Jacques,Robert Heath,Horror Mystery,truth or dieDavid OakesAlexander VlahosJennie JacquesRobert HeathHorror Mystery
the pet,Magi Avila,Pierre Dulat,Summer Napoles,D. Stevens,Drama Thriller,the petMagi AvilaPierre DulatSummer NapolesD. StevensDrama Thriller
bang bang baby,Boyd Banks,Chloe Rose,Kristian Bruun,Jeffrey St. Jules,Drama Musical Sci-Fi,bang bang babyBoyd BanksChloe RoseKristian BruunJeffrey St. JulesDrama Musical Sci-Fi
fear clinic,Angelina Armani,Kevin Gage,Fiona Dourif,Robert Hall,Horror,fear clinicAngelina ArmaniKevin GageFiona DourifRobert HallHorror
zombie hunter,Jason K. Wixom,Shona Kay,Jarrod Phillips,K. King,Action Comedy Horror,zombie hunterJason K. WixomShona KayJarrod PhillipsK. KingAction Comedy Horror
